Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
599,https://doi.org/10.1007/s11655-013-1431-9,Scalp Acupuncture for Parkinson's Disease: A Systematic Review of Randomized Controlled Trials,Parkinson's disease (PD),Parkinson's disease (PD),Parkinson disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005180,
476,https://doi.org/10.1016/j.explore.2015.04.004,Schizophrenia and depression: A systematic review of the effectiveness and the working mechanisms behind acupuncture,Depression and schizophrenia,Depression and schizophrenia,"Depression, schizophrenia","Exact - HP, Exact - MONDO","http://purl.obolibrary.org/obo/HP_0000716, http://purl.obolibrary.org/obo/MONDO_0005090",
464,https://doi.org/10.1016/j.jcrs.2006.06.027,Sedative effect of acupuncture during cataract surgery Prospective randomized double-blind study,Cataract,Cataract,cataract,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005129,
1077,https://doi.org/10.2147/CIA.S53814,Selection of acupoints for managing upper-extremity spasticity in chronic stroke patients,Stroke with upper-extremity spasticity,Stroke with upper-extremity spasticity,"stroke disorder, Upper limb spasticity","Synonym - MONDO, Synonym - HP","http://purl.obolibrary.org/obo/MONDO_0005098, http://purl.obolibrary.org/obo/HP_0006986",
1038,https://doi.org/10.1136/aim.14.2.68,Semi Permanent Acupuncture Needles in the Prevention of Post Operative Nausea and Vomiting,Postoperative nausea and vomiting (PONV),Postoperative nausea and vomiting (PONV),Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
763,https://doi.org/10.1080/165019702760279233,Sensory stimulation (acupuncture) for the treatment of idiopathic anterior knee pain,"Idiopathic anterior knee pain (IAKP), also known as patellofemoral pain syndrome","Idiopathic anterior knee pain (IAKP), also known as patellofemoral pain syndrome",patellofemoral pain syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006894,
1078,https://doi.org/10.1161/01.str.25.6.1176,Sensory stimulation promotes normalization of postural control after stroke,Hemiparetic stroke,stroke,NOT FOUND,,,
266,https://doi.org/10.1111/aogs.12571,Serum anti-Mullerian hormone and ovarian morphology assessed by magnetic resonance imaging in response to acupuncture and exercise in women with polycystic ovary syndrome: secondary analyses of a randomized controlled trial,Polycystic ovary syndrome (PCOS),Polycystic ovary syndrome (PCOS),polycystic ovary syndrome,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008487,
87,https://doi.org/10.1093/rheumatology/kem119,"Severe knee osteoarthritis: a randomized controlled trial of acupuncture, physiotherapy (supervised exercise) and standard management for patients awaiting knee replacement",Severe knee osteoarthritis,Severe knee osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
1825,https://doi.org/10.1016/s0254-6272(13)60100-4,Short and long-term efficacy of combining Fuzhengliqi mixture with acupuncture in treatment of functional constipation,Functional Constipation (FC),Functional Constipation (FC),Constipation,Exact - HP,http://purl.obolibrary.org/obo/HP_0002019,
1462,https://doi.org/10.1378/chest.121.5.1396,Short-term Acupuncture Therapy Is of No Benefit in Patients With Moderate Persistent Asthma,Asthma (moderate persistent),Asthma (moderate persistent),asthma,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004979,
69,https://doi.org/10.1186/1471-2474-8-51,Short-term efficacy of physical interventions in osteoarthritic knee pain. A systematic review and meta-analysis of randomised placebo-controlled trials,Osteoarthritis of the knee (OAK),Knee osteoarthritis (OAK),Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
1044,https://doi.org/10.1089/107555303771952190,"Single Needle Acupuncture Alleviates Gag Reflex During Transesophageal Echocardiography: A Blinded, Randomized, Controlled Pilot Trial",Ischemic stroke or transient ischemic attack,Ischemic stroke or transient ischemic attack,ischemic stroke,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060198,
765,https://doi.org/10.1136/acupmed-2014-010722,"Single-blinded, randomised preliminary study evaluating the effects of 2 Hz electroacupuncture for postoperative pain in patients with total knee arthroplasty",Severe degenerative knee-joint arthritis,arthritis,NOT FOUND,,,
870,https://doi.org/10.1093/rheumatology/ken040,Single-point acupuncture and physiotherapy for the treatment of painful shoulder: a multicentre randomized controlled trial,"Painful shoulder (subacromial syndrome) including rotator cuff tendinitis, subacromial bursitis, and associated conditions","Shoulder pain, tendinitis, bursitis",NOT FOUND,,,
473,https://doi.org/10.1186/1472-6882-14-210,"Six-month effects of integrative treatment, therapeutic acupuncture and conventional treatment in alleviating psychological distress in primary care patients -follow up from an open, pragmatic randomized controlled trial","Psychological distress, specifically depression, anxiety or panic disorders, severe stress, somatic symptoms/pain, and sleep disorders.","Psychological distress, specifically depression, anxiety or panic disorders, severe stress, somatic symptoms/pain, and sleep disorders.","Abnormal emotional state, sleep-wake disorder","Synonym - HP, Synonym - MONDO","http://purl.obolibrary.org/obo/HP_0100851, http://purl.obolibrary.org/obo/MONDO_0003406",
904,https://doi.org/10.1155/2013/969032,Sleep Ameliorating Effects of Acupuncture in a Psychiatric Population,Schizophrenia and Depression,Schizophrenia and Depression,"schizophrenia, Depression","Exact - MONDO, Exact - HP","http://purl.obolibrary.org/obo/MONDO_0005090, http://purl.obolibrary.org/obo/HP_0000716",
984,https://doi.org/10.1006/pmed.1996.9997,Smoking Cessation Rates 4 Years after Treatment by Nicotine Gum and Acupuncture,Smoking addiction,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1590,https://doi.org/10.1016/0005-7967(83)90011-6,Smoking Cessation With Behaviour Therapy or Acupuncture: A Controlled Study,Smoking cessation,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
306,https://doi.org/10.3727/036012912X13831831256375,"Somatic Acupuncture Versus Ear Acupuncture in Migraine Therapy: A Randomized, Controlled, Blind Study",Migraine without aura,Migraine without aura,migraine without aura,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0100431,
658,https://doi.org/10.1097/MD.0000000000009309,Space-time acupuncture for intractable cough after lupus nephropathy A case report and literature review,Intractable cough after lupus nephropathy,"cough, lupus",NOT FOUND,,,
1355,uri not found,Special Topic Study Clinical Observation of Acupuncture in Treating Pseudobulbar Palsy,Pseudobulbar palsy,Pseudobulbar palsy,pseudobulbar palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006930,
1665,uri not found,Special Topic Study Clinical Observation on Acupuncture for Migraine,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
768,https://doi.org/10.1016/j.pain.2013.05.008,Specifying the nonspecific components of acupuncture analgesia,Post-surgical pain after third molar surgery,Post-surgical pain after third molar surgery,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
1076,https://doi.org/10.1016/s0254-6272(08)60022-9,Stage-oriented Comprehensive Acupuncture Treatment plus Rehabilitation Training for Apoplectic Hemiplegia,Apoplectic Hemiplegia,Hemiplegia,NOT FOUND,,,
146,https://doi.org/10.1155/2013/125937,Standardized versus Individualized Acupuncture for Chronic Low Back Pain: A Randomized Controlled Trial,Chronic low back pain,Chronic low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
616,https://doi.org/10.1016/j.apmr.2010.09.023,Stimulation of Acupoint ST-34 Acutely Improves Gait Performance in Geriatric Patients During Rehabilitation: A Randomized Controlled Trial,Gait disorders/mobility limitations in geriatric patients,"Gait disorder, mobility limitations",NOT FOUND,,,
1021,https://doi.org/10.1002/14651858.CD003281.pub2,Stimulation of the wrist acupuncture point P6 for preventing postoperative nausea and vomiting,Postoperative nausea and vomiting (PONV),Postoperative nausea and vomiting (PONV),Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
183,https://doi.org/10.1161/01.HYP.0000241090.28070.4c,"Stop Hypertension With the Acupuncture Research Program (SHARP) Results of a Randomized, Controlled Clinical Trial",Hypertension,Hypertension,Hypertension,Exact - HP,http://purl.obolibrary.org/obo/HP_0000822,
1840,https://pubmed.ncbi.nlm.nih.gov/9594291.0/,Studies of needling depth in acupuncture treatment,"Pain symptoms (lumbago, omalgia, knee arthritis, neuralgia)","lumbago, omalgia, knee osteoarthritis, neuralgia","Low back pain, Knee osteoarthritis, neuralgia","Synonym - HP, Exact - HP, Exact - MONDO","http://purl.obolibrary.org/obo/HP_0003419, http://purl.obolibrary.org/obo/HP_0005086, http://purl.obolibrary.org/obo/MONDO_0021667",
1425,https://doi.org/10.1007/s11726-008-0027-y,Study on Clinical Efficacy of Needling Danzhong(CV 17) in Treating Postpartum Hypogalactia,Postpartum hypogalactia,Postpartum hypogalactia,NOT FOUND,,,
824,https://pubmed.ncbi.nlm.nih.gov/12125480.0/,"Study on Cytokines IL 2, IL 6, IL 10 in Patients of Chronic Allergic Rhinitis Treated with Acupuncture",Perennial rhinitis (allergic rhinitis),"Perennial rhinitis, allergic rhinitis",NOT FOUND,,,
1303,https://doi.org/10.1007/s11655-007-0010-3,Study on the Regulatory Effect of Electro acupuncture on Hegu Point (LI4) in Cerebral Response with Functional Magnetic Resonance Imaging',Not specified (the paper does not explicitly mention a specific Western medical condition or disease being studied),Not specified (the paper does not explicitly mention a specific Western medical condition or disease being studied),,,,
1323,uri not found,Study on the Treatment of Subcortical Arteriosclerotic Encephalopathy by Acupuncture Combined with Medicine,"Subcortical arteriosclerotic encephalopathy (SAE), Premenstrual syndrome (PMS)","Subcortical arteriosclerotic encephalopathy (SAE), Premenstrual syndrome (PMS)",premenstrual tension,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0004169,
874,https://doi.org/10.1093/fampra/cmq119,Subacromial corticosteroid injection or acupuncture with home exercises when treating patients with subacromial impingement in primary care-a randomized clinical trial,Subacromial impingement syndrome (SIS),shoulder pain,NOT FOUND,,,
1822,https://doi.org/10.1097/00006842-197910000-00004,Subject Expectancy and the Reduction of Cold Pressor Pain with Acupuncture and Placebo Acupuncture,Cold pressor pain,Cold pressor pain,NOT FOUND,,,
321,https://doi.org/10.1097/AJP.0b013e318208c8fe,"Subjective Well-being in Patients With Chronic Tension-type Headache: Effect of Acupuncture, Physical Training, and Relaxation Training",Chronic Tension-Type Headache (CTTH),Chronic Tension-Type Headache (CTTH),Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
1429,https://doi.org/10.1159/000077192,Success of Acupuncture and Acupressure of the Pc 6 Acupoint in the Treatment of Hyperemesis Gravidarum,Hyperemesis gravidarum (HG),Hyperemesis gravidarum (HG),hyperemesis gravidarum,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006791,
100,https://pubmed.ncbi.nlm.nih.gov/6218776.0/,Superficial acupuncture in the relief of chronic low back pain A placebo controlled randomised trial,Chronic low back pain,Chronic low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
750,https://doi.org/10.1136/aim.21.3.80,Superficial Dry Needling and Active Stretching in the Treatment of Myofascial Pain -A Randomised Controlled Trial,Myofascial pain caused by active trigger points (TrPs),Myofascial pain,NOT FOUND,,,
44,https://doi.org/10.1136/acupmed-2012-010128,Supervised exercise plus acupuncture for moderate to severe knee osteoarthritis: a small randomised controlled trial,Knee osteoarthritis (OA),Knee osteoarthritis (OA),Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
1254,uri not found,Swift Needling of Zusanli and Changqiang in Treating Infantile Diarrhea,Infantile diarrhea,Infantile diarrhea,infantile diarrhea,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0043555,
377,https://doi.org/10.1016/j.ctim.2010.11.001,Sympathomodulatory effects of Saam acupuncture on heart rate variability in night-shift-working nurses,Not specified (the study focuses on autonomic nervous system imbalance due to night-shift work rather than a specific Western medical condition or disease),Not specified (the study focuses on autonomic nervous system imbalance due to night-shift work rather than a specific Western medical condition or disease),,,,
1350,https://doi.org/10.1016/j.jpainsymman.2006.09.016,Symptom Management with Massage and Acupuncture in Postoperative Cancer Patients: A Randomized Controlled Trial,Cancer (postoperative symptoms),Cancer (postoperative symptoms),cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004992,
562,https://doi.org/10.1200/jco.2012.43.5818,Systematic Review of Acupuncture in Cancer Care: A Synthesis of the Evidence,Cancer,Cancer,cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004992,
556,https://doi.org/10.1002/cncr.29630,Systematic Review of Acupuncture to Control Hot Flashes in Cancer Patients,Hot flashes (HFs),Hot flashes (HFs),Hot flashes,Exact - HP,http://purl.obolibrary.org/obo/HP_0031217,
441,https://doi.org/10.1080/00016340802443798,Systematic review of clinical trials of acupuncture-related therapies for primary dysmenorrhea,Primary dysmenorrhea,Primary dysmenorrhea,primary dysmenorrhea,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060206,
1819,https://doi.org/10.1093/ecco-jcc/jju007,Systematic Review of Complementary and Alternative Medicine Treatments in Inflammatory Bowel Diseases,"Inflammatory Bowel Diseases (IBD), specifically Crohn's disease (CD) and ulcerative colitis (UC)","Inflammatory Bowel Diseases (IBD), specifically Crohn's disease (CD) and ulcerative colitis (UC)",ulcerative colitis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005101,
1823,https://doi.org/10.7861/clinmedicine.6-4-381,Systematic review of systematic reviews of acupuncture,"Painful conditions (including fibromyalgia, tension headache, migraine), stroke, nausea and vomiting, depression, insomnia, smoking cessation, weight loss, asthma","Painful conditions (including fibromyalgia, tension headache, migraine), stroke, nausea and vomiting, depression, insomnia, smoking cessation, weight loss, asthma","stroke disorder, Nausea, Vomiting, Depression, insomnia, Weight loss, asthma","Synonym - MONDO, Exact - HP, Exact - HP, Exact - HP, Exact - MONDO, Exact - HP, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0005098, http://purl.obolibrary.org/obo/HP_0002018, http://purl.obolibrary.org/obo/HP_0002013, http://purl.obolibrary.org/obo/HP_0000716, http://purl.obolibrary.org/obo/MONDO_0013600, http://purl.obolibrary.org/obo/HP_0001824, http://purl.obolibrary.org/obo/MONDO_0004979",
665,https://doi.org/10.1016/j.arth.2018.01.070,Systematic Review of Three Electrical Stimulation Techniques for Rehabilitation After Total Knee Arthroplasty,End-stage knee osteoarthritis,knee osteoarthritis,NOT FOUND,,,
